# HAN (c) Todt
ID	WCFS1.glc.over.NC8.glc	fdr.WCFS1.glc.over.NC8.glc
lp_3348	0.34236362	0.3948756101
lp_3349	0.1434213593	0.6116061403
lp_3350	-0.1797347873	0.8058079044
lp_3351	-0.0489945224	0.8619555409
lp_3352	-0.1015089001	0.8239959517
lp_3353	0.1956703812	0.5785665033
lp_3355	0.2243237323	0.4857838005
lp_3356	-0.3316441808	0.2804112852
lp_3358	-0.0349827526	0.9493913468
lp_3359	0.4257476409	0.1830117001
lp_3360	0.8651115032	0.0080594933
lp_3362	-0.0205252457	0.9661853816
lp_3363	-0.1660198122	0.6138405662
lp_3365	0.4264120861	0.070921831
lp_3366	0.0465953189	0.9306392469
lp_3367	-0.1440464361	0.6767680641
lp_3368	-1.6517997369	2.86E-012
lp_3371	-0.1395768447	0.7290939464
lp_3372	-0.089107401	0.8048547343
lp_3373	0.0576364635	0.9120001514
lp_3374	0.2574094655	0.3232244649
lp_3392	1.4728063782	2.79E-013
lp_3393	-1.8015816403	2.22E-025
lp_3394	-2.4511194135	5.97E-031
lp_3397	-0.0323986957	0.9339355016
lp_3398	-0.7029632696	0.0021979683
lp_3400	-0.1724904877	0.586654756
lp_3402	-1.494220416	1.13E-008
lp_3403	-0.0908541224	0.7729531571
lp_3404	-0.5506272254	0.0149975362
lp_3406	-0.7018801682	0.1018499484
lp_3407	-0.0514505396	0.8804349593
lp_3408	0.0163056578	0.9747642079
lp_3409	-0.3988425696	0.0717333814
lp_3410	0.2900652707	0.5020676791
lp_3411	-0.5142174331	0.0270226394
lp_3412	0.3756513285	0.095292673
lp_3413	0.4353019911	0.1930722397
lp_3414	0.1231726639	0.7412727588
lp_3415	0.1961568907	0.8577939249
lp_3416	0.2591370767	0.7519017185
lp_3417	-0.0201290255	0.9758679475
lp_3418	0.3859012468	0.1445921673
lp_3419	0.1572322418	0.7255376163
lp_3420	-0.3390458144	0.1807789572
lp_3421	-0.2981010818	0.1876586458
lp_3422	0.1492446952	0.6404858178
lp_3423	-0.2041607761	0.7708123967
lp_3430	-1.3100228211	2.21E-013
lp_3431	-0.3001766399	0.3632595744
lp_3432	-0.2604992297	0.426798026
lp_3433	-0.2047262222	0.5897275003
lp_3435	-0.1502402845	0.7933398748
lp_3436	-3.1569378082	2.52E-046
lp_3437	-0.0784857947	0.86902726
lp_3438	0.1287108178	0.7671403573
lp_3440	-0.9577956019	0.0017619574
lp_3441	0.9057787671	0.0097612353
lp_3442	0.7245822356	0.0650522143
lp_3444	-0.3988286276	0.2235523114
lp_3445	0.2827224078	0.2520594264
lp_3448	-0.1373917324	0.7207840682
lp_3449	-0.2850891395	0.1606646556
lp_3450	-0.5196903754	0.1434691543
lp_3451	-1.0963255062	0.0080121965
lp_3452	-0.9536172682	0.017625343
lp_3453	-0.82979584	0.0297943864
lp_3454	0	1
lp_3458	-0.2961812413	0.1732003626
lp_3459	0.0074091843	0.9847641827
lp_3460	0.0073359927	0.9832189537
lp_3461	-0.0832068887	0.8249399675
lp_3463	-1.5682460268	1.95E-016
lp_3464	0.2015400918	0.4134037438
lp_3466	-0.4506665477	0.2253166087
lp_3468	-0.1753411382	0.798342298
lp_3469	0.0419152042	0.9726575967
lp_3470	-0.0152480146	0.9747642079
lp_3471	0	1
lp_3472	0	1
lp_3473	-0.3483984613	0.6611209505
lp_3474	-0.9811598402	0.2173032818
lp_3476	-1.2624221375	0.0155471367
lp_3477	-0.2992720939	0.2503970634
lp_3478	0.0928114096	0.8035553263
lp_3479	-0.2377577882	0.7207840682
lp_3480	-0.2492429144	0.4953756216
lp_3482	-0.2538243225	0.6421328388
lp_3483	-0.4231114882	0.1863243043
lp_3484	-0.2363271703	0.6170834581
lp_3485	0.1859437921	0.6887503376
lp_3486	0.2780162731	0.410323038
lp_3487	-0.0154370235	0.9813325706
lp_3488	0.2166566174	0.502748672
lp_3489	0.7985004339	0.0004942028
lp_3490	0.4286122376	0.2606676344
lp_3491	-0.3692052952	0.1287940766
lp_3492	-0.5504160937	0.0287908655
lp_3493	-0.3655006214	0.2217163867
lp_3494	-0.780724359	0.0101720415
lp_3495	-0.0856181215	0.8596235762
lp_3504	0.0578922399	0.9462932363
lp_3505	-0.2161794949	0.7107448666
lp_3506	-0.184217102	0.6551796778
lp_3507	-0.1449076641	0.6751209676
lp_3508	-0.0440737725	0.9491145402
lp_3509	0.0905678242	0.8979465317
lp_3510	0.2317764988	0.5982616653
lp_3513	-0.728605841	0.0011596366
lp_3514	-0.2390546842	0.7490552087
lp_3545	-0.4607614487	0.2882038605
lp_3546	0	1
lp_3547	0	1
lp_3548	0	1
lp_3549	0.3011438061	0.5020676791
lp_3571	1.1485984734	3.80E-006
lp_3572	1.2485209898	1.03E-016
lp_3573	0.711064192	0.0036828822
lp_3575	-0.9291851936	0.0248175691
lp_3576	-0.8454802811	0.1105872067
lp_3577	-0.7804934355	0.1137940931
lp_3578	1.0150380096	6.50E-009
lp_3579	0.9200377479	2.93E-005
lp_3580	1.2518168177	1.72E-005
lp_3581	1.0825773663	0.0046350408
lp_3586	-0.7959231324	0.0003485423
lp_3656	0	1
lp_3657	0	1
lp_3658	-0.1484801626	0.6767680641
lp_3659	-0.2555386781	0.5493269309
lp_3660	-0.4903318004	0.0849826194
lp_3661	-0.1864539556	0.5407866256
lp_3662	0.1099425326	0.8023485973
lp_3663	0.0762324081	0.813641398
lp_3664	-0.0736315379	0.8598298053
lp_3665	0.672334645	0.0045526893
lp_3666	-1.3662897206	4.31E-008
lp_3668	-1.3847603327	6.10E-007
lp_3669	-0.0078077041	0.9813325706
lp_3673	0.3196100083	0.1435487291
lp_3675	-0.5205128133	0.037032606
lp_3676	-2.3418308357	1.16E-039
lp_3677	-2.7346263679	2.20E-015
lp_3678	-2.4334589834	3.26E-012
lp_3679	-2.4464190199	1.88E-061
lp_3681	0.0224128574	0.9615830765
lp_3682	-0.054929387	0.8552898877
lp_3683	-0.2118381931	0.4162432713
lp_3687	0.3999400383	0.0369874179
lp_3688	0.3720395945	0.0547555212
